ortho	qx	af	elegans
OG0000026	NA	CBG13555.1	F38A1.1.1, F38A1.10.1, F38A1.13.1, F38A1.14.1, F38A1.4.1, F38A1.5.1, F38A1.6.1, F38A1.7.1, F38A1.9.1, F46A8.11.1, F56D6.1.1, F56D6.2.1, F59A7.1.1, K08D10.10.1, K08D10.14.1, M162.2.1, R07C12.1.1, R07C12.3.1, Y46C8AL.2.1, Y46C8AL.3.1, Y46C8AL.4.1, Y46C8AL.5.1, Y46C8AL.8.1, Y46C8AL.9.1, Y46C8AM.1.1, Y46C8AR.1.1, Y54G2A.33.2, Y54G2A.7.1, Y54G2A.8a.1, Y55F3AM.21a.2
OG0000027	NA	NA	B0250.10.1, B0250.6.1, C31A11.10.1, C31A11.3.1, C31A11.4.1, F08E10.2.1, F30B5.6.1, F30B5.8.1, F54B8.11.1, F54B8.12.1, F54B8.16.1, F54B8.6.1, F54B8.7a.1, F54B8.8.1, F54B8.9.1, M01B2.3.1, M01B2.4.1, M02H5.12.1, R09E12.1.1, R09E12.2.1, R09E12.8.1, T05G11.2.1, T06E6.11.1, T19C9.1.1, T24A6.10a.1, T24A6.13.1, T24A6.5.1, Y19D10A.17.1, Y32B12B.3.1, Y39G10AR.22.1, Y45G12C.8.1
OG0000028	NA	NA	C52E2.3.1, F07E5.7.1, F16G10.1.1, F16G10.10.1, F16G10.11.1, F16G10.13.1, F16G10.14.1, F16G10.2.1, F16G10.3.1, F16G10.4.1, F16G10.6.1, F16G10.7.1, F16G10.8.1, F16G10.9.1, F41B5.12a.1, F43C11.11.1, F43C11.12.1, F43C11.16.1, F43C11.1b.1, F43C11.2.1, F43C11.4.1, F47B7.3.1, F47B7.4.1, F47B7.5.1, R05D8.11.1, R52.5.1, R52.6.1, T14G12.11.1, T14G12.12.1, T14G12.6.1, ZK250.2.1
OG0000029	QX1410.g12618.1, QX1410.g15522.1, QX1410.g15526.1, QX1410.g15527.1, QX1410.g15528.1, QX1410.g15529.1, QX1410.g15530.1, QX1410.g15531.3, QX1410.g15817.1, QX1410.g16581.1, QX1410.g2595.1, QX1410.g2596.1, QX1410.g2597.1	CBG02161.1, CBG02162.1, CBG02167.1, CBG02169.1, CBG14574.1, CBG18256.1, CBG22322.5, CBG23090.1, CBG23091.1, CBG24444.1, CBG24445.1, CBG29119.1	M03F4.2a.1, T04C12.4.3, T04C12.5.1, T04C12.6.1, T25C8.2.1
OG0000030	QX1410.g1033.1, QX1410.g1040.1, QX1410.g1041.1, QX1410.g1042.1, QX1410.g1043.1, QX1410.g1044.1, QX1410.g1046.1, QX1410.g1095.1, QX1410.g1096.1, QX1410.g4402.1, QX1410.g4404.1, QX1410.g905.1	CBG01404.1, CBG01405.1, CBG10416.1, CBG10417.1, CBG10418.1, CBG10419.1, CBG10420.1, CBG10421.1, CBG10422.1, CBG10427.1, CBG10495.1, CBG10496.1, CBG22841.1, CBG22849.1, CBG22851.1, CBG25670.1	Y46H3D.8.1
OG0000031	NA	NA	B0047.1.2, B0047.3.1, B0047.4.1, C08C3.2b.1, C08E3.3.1, F12E12.4.1, F14D2.12.1, F14D2.4a.2, F29C12.5.1, F40B1.1.1, F45C12.11a.1, F52C6.10.1, F52C6.11.1, F52C6.6.1, F52C6.8.1, F59H6.1.1, F59H6.10.1, F59H6.11.1, F59H6.8.1, F59H6.9.1, R52.1.1, T07H3.1.1, T07H3.2.1, T07H3.6.1, W02A11.5.1, W02A11.8.1, Y49F6C.3.1, Y49F6C.4.1, Y49F6C.5.1
OG0000032	QX1410.g1071.1, QX1410.g1072.1, QX1410.g10929.1, QX1410.g12022.1, QX1410.g13881.2, QX1410.g15101.1, QX1410.g15749.1, QX1410.g15948.1, QX1410.g17560.1, QX1410.g17583.1, QX1410.g17584.1, QX1410.g17704.2, QX1410.g17708.1, QX1410.g17966.1, QX1410.g18255.1, QX1410.g18256.1, QX1410.g18308.1, QX1410.g18786.1, QX1410.g18898.1, QX1410.g19378.1, QX1410.g19543.1, QX1410.g21217.1, QX1410.g3431.1, QX1410.g3953.1, QX1410.g3954.1, QX1410.g8331.1, QX1410.g915.1	CBG30985.1	NA
OG0000033	QX1410.g10665.1, QX1410.g10861.1, QX1410.g12182.1, QX1410.g12371.1, QX1410.g12545.1, QX1410.g12546.1, QX1410.g12674.1, QX1410.g13035.1, QX1410.g13087.1, QX1410.g14991.1, QX1410.g14995.1, QX1410.g14999.1, QX1410.g15003.1, QX1410.g1506.1, QX1410.g17627.1, QX1410.g19473.1, QX1410.g19512.1, QX1410.g19790.1, QX1410.g21234.1, QX1410.g21882.1, QX1410.g22171.1, QX1410.g2559.1, QX1410.g3320.1, QX1410.g664.1, QX1410.g8930.1	CBG04875.1, CBG13505.1	F46F5.8.1
OG0000034	NA	NA	C17A2.5.1, C42C1.7a.1, C49D10.8.1, D2063.2.1, E03H4.7.1, F14B6.5.1, F17B5.2.1, F35E2.6.1, F37C4.1.1, F37C4.2.1, F37C4.3.1, F41D3.10.1, F41D3.2.1, F41D3.4.1, F41D3.5.1, F56H6.11.1, F56H6.12.1, H12I19.5.1, K09E10.1a.1, K09E10.2a.1, T06C12.8b.1, T09E11.4.1, T09E11.5.1, T09E11.7.1, T23G4.4.1, T26H2.7.1, W03B1.7a.1, W03B1.8.1
OG0000035	QX1410.g1378.1, QX1410.g1396.1, QX1410.g1397.1, QX1410.g1496.1, QX1410.g1497.1, QX1410.g16011.1, QX1410.g16062.1, QX1410.g1688.1, QX1410.g1689.1, QX1410.g1690.1, QX1410.g17846.1, QX1410.g17847.1, QX1410.g17848.1, QX1410.g18952.2, QX1410.g19042.1, QX1410.g19043.1, QX1410.g19352.1, QX1410.g19353.1, QX1410.g19808.1, QX1410.g1984.1, QX1410.g1985.1, QX1410.g1986.1, QX1410.g20754.1, QX1410.g4155.1, QX1410.g4354.1, QX1410.g8644.1	CBG26851.1	NA
OG0000036	QX1410.g3974.2, QX1410.g3975.1, QX1410.g4052.1, QX1410.g4067.1, QX1410.g4068.2, QX1410.g4069.1, QX1410.g4146.1, QX1410.g4291.1, QX1410.g4311.2, QX1410.g4313.1, QX1410.g4314.1, QX1410.g4316.1, QX1410.g4378.1, QX1410.g4384.1, QX1410.g4387.2, QX1410.g4405.1, QX1410.g7485.1	CBG04868.1, CBG04871.1, CBG04959.1, CBG22882.1, CBG22884.1, CBG22887.1, CBG24406.1, CBG24662.1, CBG24664.1, CBG30563.1	NA
OG0000037	NA	NA	C03A7.3.1, C33G8.1.1, C44C3.1.1, C44C3.11.1, C44C3.2.1, C44C3.3.1, C44C3.5.1, C44C3.6.1, C44C3.7.1, H05B21.3.1, H05B21.4.1, H27D07.2.1, H27D07.3a.1, H27D07.4.1, H27D07.5.1, K12D9.10.1, K12D9.3.1, K12D9.4.1, K12D9.5.1, K12D9.7.1, K12D9.9.1, M01G12.16.1, M01G12.4.1, T05B4.6.1, T05B4.7.1, T24A6.14.1, ZK1037.9.1
OG0000038	NA	NA	C33C12.5.1, F07E5.13.1, F07E5.2.1, F45D11.11.1, F45D11.12.1, F45D11.13.1, F45D11.7.1, F58E1.2a.1, F58E1.3.1, F58E1.5.1, F58E1.8.1, F58E1.9.1, M151.5.1, M151.8.1, T16A1.8.1, W08F4.12b.1, W08F4.13.1, W08F4.2.1, W08F4.9.1, Y105C5A.10.1, Y56A3A.10.1, Y56A3A.14.1, Y56A3A.15.1, ZC204.10.1, ZC204.7.1, ZC204.8.1, ZC204.9.1
OG0000039	NA	NA	C49G7.3.1, C49G7.4.1, F07C4.10.1, F07C4.11.1, F16H6.3.1, F26D2.13.1, F26D2.14.1, F35E8.1.1, F35E8.10.1, F35E8.13.1, F35E8.2.1, F35E8.6.1, F35E8.7.1, F35E8.9.1, T05B4.10.1, T05B4.11.1, T05B4.12.1, T05B4.13.1, T05B4.3.1, T05B4.8.1, T05B4.9.1, T06C12.14.1, ZK218.1.1, ZK218.11.1, ZK218.3.1, ZK218.5.1, ZK218.7.1
OG0000040	QX1410.g12061.1, QX1410.g12697.1, QX1410.g15082.1, QX1410.g16239.1, QX1410.g5703.1, QX1410.g5958.2, QX1410.g6719.3, QX1410.g7814.1	CBG03797.1, CBG04075a.1, CBG07939.1, CBG12412.1, CBG13220.1, CBG14166.1, CBG16131a.1, CBG20310.1	C44B11.3.1, C47B2.3.1, F16D3.1.1, F26E4.8b.1, F32H2.9.1, F40F4.5.1, F44F4.11.1, T28D6.2.1, Y19D2B.1.1, ZK899.4.1
OG0000041	QX1410.g16069.1, QX1410.g16072.1, QX1410.g17174.1, QX1410.g18533.1, QX1410.g18609.1, QX1410.g18633.1, QX1410.g18634.1, QX1410.g18635.1, QX1410.g18712.1, QX1410.g18800.1, QX1410.g19375.1	CBG08933.1, CBG08934.1, CBG08935.1, CBG10169.1, CBG10238.1, CBG10666.1, CBG10681.1, CBG14002.1, CBG14005.1, CBG14445.1, CBG16777.1, CBG22362.1, CBG23761.1	F10G2.2.1, F58E6.4.1
OG0000042	QX1410.g1120.2, QX1410.g1549.1, QX1410.g1550.1, QX1410.g5800.1, QX1410.g5802.1, QX1410.g5803.1, QX1410.g5804.1, QX1410.g7361.1, QX1410.g941.1	CBG01383.1, CBG03962.1, CBG03964.1, CBG03966.1, CBG10457.1, CBG17915.1, CBG17916.1, CBG29973.1	C10H11.3.1, C10H11.4.1, C10H11.5.1, C10H11.6a.1, C23G10.6.1, F47C10.6.1, T01G5.2.1, Y49C4A.8a.3
OG0000043	QX1410.g19997.1, QX1410.g19998.1, QX1410.g20004.1, QX1410.g20005.1, QX1410.g20006.1, QX1410.g20008.1	CBG05473.1, CBG05475.1, CBG05476.1, CBG05477.1, CBG05478.1, CBG05485.1, CBG05486.1, CBG05489.1, CBG31385.1	T13A10.12.1, T13A10.13.1, T13A10.14.1, T13A10.6.1, T13A10.7.1, T13A10.9.1, Y73B6BL.10.1, Y73B6BL.11.1, Y73B6BL.40.1, Y73B6BL.41.1
OG0000044	NA	NA	F14F8.10.1, F14F8.11.1, F14F8.5.1, F14F8.6.1, F14F8.7.1, F19B2.3.1, F26D2.11.1, F26D2.9.1, F36D3.13.1, F36G9.1.1, F36G9.16.1, F40D4.8.1, H24D24.1.1, K03D7.11.1, K03D7.2.1, T05G11.3.1, T05G11.6.1, T05G11.7.1, T08G3.10.1, T26H5.5.1, T27C5.10.1, Y116F11B.5.1, Y32B12C.2a.1, Y52E8A.5.1, Y70C5A.4.1
OG0000045	QX1410.g1201.1, QX1410.g8084.2, QX1410.g8111.1, QX1410.g8112.1, QX1410.g8114.1, QX1410.g8116.1, QX1410.g8118.1	CBG01027.1, CBG01029.1, CBG01033.1, CBG01034.1, CBG01060.1, CBG01302.2, CBG30098.1	F14F7.2.1, F14F7.3.1, T10B9.1.1, T10B9.10.1, T10B9.2.1, T10B9.3.1, T10B9.5.1, T10B9.7.1, T10B9.8.2, ZK1320.4.1
OG0000046	QX1410.g1000.1, QX1410.g1003.1, QX1410.g1004.1, QX1410.g1005.1, QX1410.g1007.1, QX1410.g1008.1, QX1410.g10804.1, QX1410.g10805.2, QX1410.g10806.1, QX1410.g1329.1, QX1410.g19314.1, QX1410.g866.1, QX1410.g993.1	CBG01189.1, CBG10370.1, CBG10375.1, CBG10382.1, CBG16975.1, CBG22433.1, CBG22435.1, CBG24726.1, CBG26949.1, CBG30331.1, CBG31479.1	NA
OG0000047	QX1410.g19281.1, QX1410.g19282.2, QX1410.g394.1, QX1410.g770.1, QX1410.g781.1, QX1410.g785.1, QX1410.g806.1, QX1410.g826.1, QX1410.g828.1, QX1410.g829.1, QX1410.g830.1, QX1410.g831.1	CBG17014.1, CBG17015.1, CBG17016.1, CBG18518.1, CBG22409.1, CBG22422.1, CBG22426.1, CBG23864.1, CBG23865a.1, CBG29774.1, CBG30500.1, CBG31036.1	NA
OG0000048	QX1410.g1435.1, QX1410.g1436.1, QX1410.g1439.1, QX1410.g1609.1, QX1410.g19390.1, QX1410.g19391.1, QX1410.g2725.1, QX1410.g4092.1, QX1410.g805.1	CBG06326.1, CBG09635.1, CBG12122.1, CBG12123.1, CBG12124.1, CBG12126.1, CBG22333.1, CBG22334.1, CBG22606b.1, CBG24212.1	F25D1.5.1, R05D8.7.1, R08H2.1.1, T01G6.1.1, T01G6.10.1
OG0000049	QX1410.g3981.1	CBG04863.1	C17F4.4.1, C47A10.10.1, C47A10.11.1, C47A10.2.1, C47A10.3.1, C47A10.7.1, C47A10.9.1, F11A5.1.1, F11A5.2.1, K08G2.8.1, K08G2.9.1, T21D12.5.1, Y59A8A.4.1, Y94A7B.1.1, Y94A7B.3.1, Y94A7B.4.1, Y94A7B.5.1, Y94A7B.6.1, Y94A7B.7.1, Y94A7B.8.1, Y94A7B.9.1, ZK1037.8.1
OG0000050	NA	NA	B0511.17.1, C14E2.11.1, C24H12.1.1, C24H12.18.1, C24H12.8.2, C46C11.4.1, C52A10.3.1, C53A3.1.1, C53A3.4.1, F19C7.3.1, F21D9.1.1, F49D11.4.1, F54H12.5.1, T02G6.5c.1, T02H6.5.1, T04D1.2.1, T27A1.2b.1, T27A1.3b.1, W08F4.10.1, W10D9.1.1, Y39A1A.16.1, Y40A1A.2.1, Y45F10B.12.1, Y47H10A.2.1
OG0000051	NA	NA	B0205.1a.1, B0205.9.1, B0212.3.1, C15F1.8.2, C47E8.8a.1, CD4.8.1, M57.1.2, R05D7.2.1, T28A8.3.1, T28A8.4.1, T28A8.5.1, T28A8.6.1, T28A8.8a.1, Y45F10C.1.1, Y57A10A.2.3, Y57A10A.4.1, Y57A10A.5.1, Y57A10A.8.1, Y73B3B.1.1, Y73B3B.2.1, Y73B3B.3.1, ZK402.1.1, ZK402.2.1, ZK402.5.1
OG0000052	QX1410.g10357.1, QX1410.g10965.1, QX1410.g11388.1, QX1410.g11390.1, QX1410.g11983.1, QX1410.g12658.1, QX1410.g15268.1, QX1410.g16197.1, QX1410.g18534.1, QX1410.g19902.1, QX1410.g19931.1, QX1410.g4129.1, QX1410.g4306.1, QX1410.g5385.1, QX1410.g5574.1, QX1410.g5674.1, QX1410.g7614.1, QX1410.g7668.1, QX1410.g8019.1, QX1410.g8844.2	CBG11054.1, CBG25789.1	R05H10.6.1
OG0000053	QX1410.g10827.1, QX1410.g1088.1, QX1410.g1128.1, QX1410.g1155.1, QX1410.g12190.1, QX1410.g12482.1, QX1410.g13814.1, QX1410.g1402.3, QX1410.g14239.1, QX1410.g15076.1, QX1410.g15944.1, QX1410.g16018.1, QX1410.g18506.1, QX1410.g18645.1, QX1410.g18775.1, QX1410.g20162.1, QX1410.g20196.2, QX1410.g21752.1, QX1410.g3798.1, QX1410.g7215.1, QX1410.g855.1, QX1410.g9095.1, QX1410.g9230.1	NA	NA
OG0000054	QX1410.g1284.1, QX1410.g1287.1, QX1410.g15006.1, QX1410.g15017.1, QX1410.g18947.1, QX1410.g9787.3	CBG00348.1, CBG01219.1, CBG01221.1, CBG02706.1, CBG16212.1, CBG16227.1, CBG16229.1, CBG25619.1, CBG30894.1, CBG31016.1	T01H10.1.1, T01H10.2.1, T01H10.3.1, T01H10.5.1, T01H10.6.1, T01H10.7.1, Y105C5B.16a.1
OG0000055	NA	NA	C14C6.4.1, C17A2.1.1, C17A2.8.1, C27C7.3.1, C27C7.4.1, C27C7.8.1, C41G6.5.1, C47F8.2.1, C47F8.8.1, C49D10.9.1, C54C8.1.1, E03H4.13.1, E03H4.6.1, F14A5.1.1, F41D3.1.1, F41D3.3.1, H22D14.1.1, T09E11.2.1, T15D6.6.1, ZK1025.10.1, ZK1025.6.1, ZK1025.9.1, ZK488.4.1
OG0000056	NA	NA	C17C3.5.1, C17C3.6.1, C25D7.4a.1, C33E10.2.1, C47B2.1.1, F08A8.7.1, F14D2.13b.1, F28F8.4.1, F28F8.8a.1, F59A1.7.2, M162.8.1, Y102A5C.13.1, Y102A5C.14.1, Y102A5C.9.1, Y113G7B.1b.1, Y113G7B.3.1, Y113G7B.4.1, Y113G7B.5b.1, Y113G7B.6.1, Y113G7B.7.1, Y37H2A.4.1, Y57G11C.499.1, Y59A8B.11b.1
OG0000057	NA	NA	F45C12.1.1, F45C12.16.1, F58E1.4.1, F59D6.4.1, H25K10.5.1, H25K10.6.1, K12D9.14a.1, T05A6.4.1, T11F1.2a.1, T11F1.6.1, T11F1.7a.1, T11F1.9.1, Y37A1B.8a.1, Y37A1B.9.1, ZC482.2.1, ZC482.3.1, ZC482.4a.1, ZC482.7.1, ZK355.1.1, ZK355.4.1, ZK355.5.1, ZK355.6.1, ZK355.7.1
OG0000058	QX1410.g10537.1, QX1410.g10538.1, QX1410.g10539.1, QX1410.g10544.1, QX1410.g10546.1, QX1410.g10547.1, QX1410.g10548.1	CBG20977.1, CBG20979.1, CBG20980.1, CBG20981.1, CBG20985.1, CBG20986.1, CBG20987.1, CBG20988.1, CBG20989.1, CBG31046.1, CBG31281.1, CBG31283.1	C34C6.1.1, F15A4.4.1, F15A4.7.1
OG0000059	QX1410.g18493.1, QX1410.g18583.1, QX1410.g5280.1, QX1410.g5281.1, QX1410.g5315.1, QX1410.g7146.1, QX1410.g7324.1, QX1410.g7326.1, QX1410.g7327.1, QX1410.g7392.1	CBG07231.1, CBG08464.1, CBG08466.1, CBG10187.1, CBG12811.1, CBG13625.1, CBG22141.1, CBG22177.1, CBG22198.1	M151.10.1, T26H5.10.1, Y71G12B.5a.1
OG0000060	QX1410.g16107.1, QX1410.g16108.1, QX1410.g16110.1, QX1410.g16111.1, QX1410.g17638.1, QX1410.g17639.1, QX1410.g18745.1, QX1410.g18746.1, QX1410.g18755.1, QX1410.g18756.1, QX1410.g18759.1	CBG10611.1, CBG10614.1, CBG10615.1, CBG10623.1, CBG10624.1, CBG14035.1, CBG14036.1, CBG14426.1, CBG14427.1, CBG15456.1, CBG15457.1	NA
OG0000061	QX1410.g20080.1, QX1410.g20081.1, QX1410.g20084.1, QX1410.g20086.1, QX1410.g20087.1, QX1410.g20108.1, QX1410.g20165.1, QX1410.g20225.1	CBG05369.1, CBG05391.1, CBG05392.1, CBG05395.1, CBG05737.1, CBG05798.1, CBG26205.1, CBG30421.1, CBG30432.1	C01B10.10.1, C01B10.4a.1, C17H12.4.1, C42D4.2.1, T22D1.11.1
OG0000062	QX1410.g1105.1, QX1410.g1106.1, QX1410.g1111.1, QX1410.g1112.1, QX1410.g1113.1, QX1410.g1115.1, QX1410.g1116.1, QX1410.g1118.1, QX1410.g114.2, QX1410.g4414.1	CBG01385.1, CBG01387.1, CBG01390.1, CBG01391.1, CBG01396.1, CBG11445.1, CBG22831.1, CBG30971.1, CBG30972.1, CBG31227.1	C06B3.3.1, F14H3.10.1
OG0000063	QX1410.g1249.1, QX1410.g1250.1, QX1410.g1260.1, QX1410.g1266.1, QX1410.g1621.1, QX1410.g18319.1, QX1410.g395.1, QX1410.g575.1, QX1410.g725.1	CBG01236.1, CBG01242.1, CBG01257.1, CBG06337.1, CBG06602.1, CBG07412.1, CBG08845.1, CBG18519.1, CBG21823.1, CBG21837.1, CBG26976.1	Y17D7A.4.1
OG0000064	QX1410.g1104.1, QX1410.g1157.1, QX1410.g1159.1, QX1410.g1161.1, QX1410.g1162.1, QX1410.g19063.1, QX1410.g4002.1, QX1410.g4072.1	CBG01345.1, CBG01347.1, CBG04853.1, CBG04884.1, CBG04904.1, CBG05226.1, CBG13733.1, CBG17932.1, CBG26985.1, CBG30929.1	B0391.4.1, C24B9.8.1, R03G8.5a.1
OG0000065	QX1410.g1594.1, QX1410.g1629.1, QX1410.g20220.1, QX1410.g20226.1, QX1410.g20227.2	CBG01179.1, CBG05793.1, CBG05799.1, CBG05800.1, CBG06303.1, CBG06345.1, CBG13894.1, CBG21419.1, CBG26358.1	C07G3.3a.1, C07G3.4.1, C07G3.5.1, C07G3.6.1, M7.13.1, Y46H3D.2.1, Y46H3D.3.1
OG0000066	QX1410.g20441.1, QX1410.g21741.1, QX1410.g21800.1, QX1410.g2477.1, QX1410.g2502.1, QX1410.g2504.1	CBG05354.1, CBG06035a.1, CBG23185.1, CBG23187.1, CBG23219.1, CBG24065.1, CBG24927.1	C29F4.1.1, F36A4.10.1, F55C10.2.1, F55C10.3.1, T11F9.9.1, T28C6.4.1, T28C6.6.1, Y41D4A.2.1
OG0000067	QX1410.g2697.1, QX1410.g2767.1, QX1410.g3259.1, QX1410.g3260.1, QX1410.g3261.1, QX1410.g4205.3	CBG09597.1, CBG09665.1, CBG17093.1, CBG19091.1, CBG19092.1, CBG27165.1	C32C4.7.1, C35A5.2.1, F09G2.6.1, F10D2.2a.1, F10D2.5.1, F10D2.6.1, F10D2.7.1, F10D2.8b.1, F29F11.2.1
OG0000068	QX1410.g10118.1, QX1410.g10120.1, QX1410.g10121.1, QX1410.g10122.1, QX1410.g13199.1, QX1410.g7080.1	CBG02336.1, CBG02338.1, CBG02339.1, CBG02340.1, CBG02342.1, CBG12736.1, CBG21146.1	C27D6.10.1, C27D6.6.1, C27D6.8.1, C48B6.5.1, F23F12.10.1, F58A6.10b.1, F58A6.11.1
OG0000069	QX1410.g10247.1, QX1410.g10263.1, QX1410.g1667.1	CBG06384.1, CBG20648.1, CBG20668.1	F37B1.2.1, F37B1.3.1, F37B1.5.1, F37B1.6.1, F37B1.7.1, F37B1.8.1, Y32G9A.1.1, Y53F4B.29.1, Y53F4B.30.1, Y53F4B.31.1, Y53F4B.32.1, Y53F4B.33.1, Y53F4B.35.1, Y53F4B.37.1
OG0000070	QX1410.g1781.1, QX1410.g1782.1, QX1410.g1784.1, QX1410.g2368.2, QX1410.g4574.1, QX1410.g4575.1, QX1410.g4576.1, QX1410.g4577.1, QX1410.g788.1, QX1410.g790.1	CBG06539.1, CBG06540.1, CBG06541.1, CBG17826.1, CBG18654.1, CBG22436.1, CBG23343.1, CBG24861.1	C52E4.1.1, F36D3.9.1
OG0000071	QX1410.g10573.1, QX1410.g10574.1, QX1410.g3314.1, QX1410.g3315.1, QX1410.g3316.1	CBG19150.1, CBG19151.1, CBG19629.1, CBG19630.1, CBG27174.1	B0454.10.1, B0454.2.1, B0454.3.1, B0454.4.1, C41G6.10.1, C41G6.11.1, C41G6.14.1, T10D4.14.1, ZK697.4.1
OG0000072	QX1410.g10653.1	CBG19540.1	D2062.2.1, D2062.8.1, F22E5.4.1, F33H12.2.1, F33H12.5.1, K07E8.11a.1, K07E8.9.1, T10D4.10.1, T10D4.12.1, T10D4.9.1, Y27F2A.10.1, Y27F2A.4.1, Y27F2A.7.1, ZC239.10.1, ZC239.19.1, ZC239.8.1, ZC239.9.1
OG0000073	QX1410.g15346.2, QX1410.g19387.1, QX1410.g19723.1, QX1410.g19953.1, QX1410.g19956.1, QX1410.g19988.1	CBG01959.1, CBG05498.1, CBG05526.1, CBG21683.1, CBG22339.1, CBG30960.1	C08F11.8.1, C17G1.3a.1, C33A12.6a.1, C49A9.8.2, K08B4.3.1, K08B4.4.1, Y43D4A.2.1
OG0000074	QX1410.g12977.1, QX1410.g15359.1, QX1410.g20454.1, QX1410.g3383.2, QX1410.g3384.1, QX1410.g3385.1	CBG01972.1, CBG06051.1, CBG17995.1, CBG19216.1, CBG19217.1, CBG30639.1	B0222.6.1, B0222.7.1, B0222.8.1, F17C8.2.1, F54D1.2.1, F54D1.3.1, ZC373.7.1
OG0000075	QX1410.g16839.1, QX1410.g16845.1, QX1410.g16846.1, QX1410.g16847.1, QX1410.g16848.1, QX1410.g16849.1	CBG05029.1, CBG05037.1, CBG05038.1, CBG05039.1, CBG05040.1, CBG05041.1	C44C10.1.1, T07H6.3.1, T10E10.1.1, T10E10.2.1, T10E10.5.1, T10E10.6.1, T10E10.7.1
OG0000076	QX1410.g11892.1, QX1410.g11894.1, QX1410.g11896.1, QX1410.g11897.1, QX1410.g12891.1, QX1410.g12893.2, QX1410.g12894.1, QX1410.g12895.1	CBG00479.1, CBG00480.1, CBG18080.1, CBG18081.1, CBG25970.1, CBG30277.1, CBG30278.1, CBG30952.1	B0285.10.1, B0285.8.1, B0285.9.1
OG0000077	QX1410.g1291.1, QX1410.g1293.1, QX1410.g1776.1, QX1410.g1778.1, QX1410.g19284.1, QX1410.g975.1	CBG01216.1, CBG06533.1, CBG06535.1, CBG06557.1, CBG10378.1, CBG10403.1, CBG10407.1, CBG19609.1, CBG23867.1, CBG24459.1, CBG26179.1, CBG31421.1, CBG31422.1	NA
OG0000078	QX1410.g1326.1, QX1410.g471.1	CBG00806.1, CBG01198.1	C54F6.8.1, C54F6.9.1, F16B12.8.1, F33E11.1a.1, F44A2.4.1, F47C10.3a.1, F47C10.7a.1, F47C10.8.1, F57A8.5.1, K06B4.1.1, K06B4.2.1, K06B4.5.1, K06B4.6.1, K06B4.7.1, K06B4.8.1
OG0000079	QX1410.g1341.1, QX1410.g1564.1	CBG17933.1, CBG26967.1	F37B4.11.1, F38H12.1.1, F38H12.2.1, F48G7.1.1, T02B11.5.1, T03D3.11.1, T03D3.12.1, T03D3.14.1, T03D3.2.1, T03D3.6.1, T07C12.1.1, Y45G12A.1.1, Y49C4A.6.1, Y49C4A.7.1, Y73F8A.3.1
OG0000080	NA	NA	C33A12.12.1, C48D1.1a.1, F44E5.2.1, F47D12.5.1, F47G4.2.2, F53G2.1.1, F58D2.3.1, H04D03.4.1, H24K24.2a.1, K05C4.3.1, K05C4.9a.1, W06A11.2.2, Y39A1A.17.1, Y39A1A.31.1, Y39G10AR.5.1, Y55F3C.9a.1, Y71A12B.12a.1, Y71A12B.17b.1, Y9C9A.13.1
OG0000081	NA	NA	C46E10.10.1, C46E10.7.1, F08E10.3.1, F08E10.6.1, F21H7.11.1, F21H7.7.1, F25E5.13.1, F40D4.11.1, F49H6.4.1, K03D7.6.1, R08H2.5.1, T19C9.2.1, T19C9.4.1, T27A1.7.1, T27C5.1.1, Y102A5C.21.1, Y61B8A.1.1, Y61B8A.2.1, Y68A4A.7.1
OG0000082	QX1410.g10956.1	NA	F39E9.11.1, F39E9.12.1, F39E9.2.1, F39E9.27.1, F45C12.12.1, F45C12.4.1, F45C12.6.1, F45C12.7.1, F57C2.1.1, F57C2.2.1, F59H6.12.1, K02E7.9.1, M01D1.3.1, T25D10.5.1, W05G11.5.1, Y57A10B.3.1, ZC204.3.1
OG0000083	QX1410.g11550.1, QX1410.g11551.1, QX1410.g14642.1, QX1410.g14643.1, QX1410.g14644.1, QX1410.g14645.1, QX1410.g14649.1, QX1410.g18833.1, QX1410.g18835.1, QX1410.g18837.1, QX1410.g4944.1, QX1410.g4945.1, QX1410.g4947.1, QX1410.g8072.2, QX1410.g8074.2	CBG06952.1, CBG23548.1, CBG29792.1	NA
OG0000084	QX1410.g1799.1, QX1410.g2786.1, QX1410.g286.1, QX1410.g3677.1, QX1410.g5867.1, QX1410.g925.1, QX1410.g928.1	CBG03898.1, CBG04537.1, CBG06559.1, CBG09580.1, CBG10474.1, CBG11271.1	B0024.6b.1, F21H7.9.1, F52E1.4c.1, W03F11.2a.1, ZC412.2.1
OG0000085	QX1410.g14335.1, QX1410.g17362.1, QX1410.g204.1, QX1410.g2303.1, QX1410.g6315.1, QX1410.g7939.1	CBG00120.1, CBG11357.1, CBG19730.1, CBG21212.1, CBG21911.1, CBG23416.1	F11C3.3.1, F45G2.2a.1, F58G4.1.1, K12F2.1.1, R06C7.10.1, T18D3.4.1
OG0000086	QX1410.g1639.3, QX1410.g20153.1, QX1410.g20155.1, QX1410.g20156.1, QX1410.g20157.1, QX1410.g20159.1, QX1410.g4059.1	CBG05728.1, CBG05730.1, CBG05732.1, CBG06356.1	C13A2.5.1, C13A2.6.1, C49A1.5.1, K08D9.6.1, T22D1.1.1, ZK381.2.1, ZK381.8.1
